"PromiseNo","CustomerID","CustomerName","RiskTier","Segment","CollectorName","PromiseMadeDate","PromisedPayDate","PromisedAmount","CashInWindow","PctOfPromise","DaysSincePromised","PromiseStatus"
"PTP-001229","C0150","Northfield Industries","Low","OEM Manufacturer","Priya Natarajan","2025-11-20","2025-11-22","1881.14","3448.48","183.32","39","Kept"
"PTP-001226","C0123","Redline Mechanical","Low","Contractor","Tomas Okafor","2025-11-15","2025-11-22","1015.02","5515.66","543.40","39","Kept"
"PTP-001228","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-10-31","2025-11-22","1447.15","0.00","0.00","39","Broken"
"PTP-001227","C0125","Summit MRO Services","High","MRO Reseller","Grace Lindqvist","2025-11-12","2025-11-22","2627.27","2676.00","101.85","39","Kept"
"PTP-001225","C0094","Bluewater Industries - Southeast","Low","OEM Manufacturer","Marcus Bell","2025-11-12","2025-11-22","2235.67","4556.07","203.79","39","Kept"
"PTP-001236","C0129","Northfield Builders","Medium","Contractor","Elena Ruiz","2025-11-12","2025-11-23","2351.83","3637.06","154.65","38","Kept"
"PTP-001235","C0032","Cedar Ridge Components","Low","OEM Manufacturer","Marcus Bell","2025-11-17","2025-11-23","645.06","678.45","105.18","38","Kept"
"PTP-001238","C0310","Harbor Water Authority","Low","Institutional","Priya Natarajan","2025-11-17","2025-11-23","6596.59","6617.34","100.31","38","Kept"
"PTP-001240","C0328","Westbrook Industries","Low","OEM Manufacturer","Priya Natarajan","2025-11-15","2025-11-23","9697.13","28039.63","289.15","38","Kept"
"PTP-001239","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-11-04","2025-11-23","1270.62","0.00","0.00","38","Broken"
"PTP-001237","C0251","Silverline Mechanical - Southwest","Low","Contractor","Tomas Okafor","2025-11-10","2025-11-23","8012.12","8045.45","100.42","38","Kept"
"PTP-001244","C0190","Harbor Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-11-13","2025-11-24","2981.84","3011.57","101.00","37","Kept"
"PTP-001241","C0031","Stonegate Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-11-21","2025-11-24","1821.66","36004.76","1976.48","37","Kept"
"PTP-001242","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-11-10","2025-11-24","658.39","0.00","0.00","37","Broken"
"PTP-001243","C0165","Northfield School District","Low","Institutional","Marcus Bell","2025-11-17","2025-11-24","1037.43","1050.59","101.27","37","Kept"
"PTP-001246","C0099","Northfield Water Authority","Low","Institutional","Priya Natarajan","2025-11-21","2025-11-25","1914.86","6219.62","324.81","36","Kept"
"PTP-001245","C0074","Frontier Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-11-14","2025-11-25","9221.99","14960.16","162.22","36","Kept"
"PTP-001247","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-11-08","2025-11-25","3861.45","0.00","0.00","36","Broken"
"PTP-001248","C0399","Riverbend Electric - West 5","Medium","Contractor","Elena Ruiz","2025-11-17","2025-11-25","2438.48","2671.04","109.54","36","Kept"
"PTP-001249","C0074","Frontier Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-11-15","2025-11-26","4446.78","26345.41","592.46","35","Kept"
"PTP-001250","C0318","Riverbend Contracting - Midwest 3","Medium","Contractor","Elena Ruiz","2025-11-21","2025-11-26","7751.19","15989.70","206.29","35","Kept"
"PTP-001251","C0086","Crestview Contracting - Southeast","Medium","Contractor","Tomas Okafor","2025-11-17","2025-11-27","5949.99","6193.01","104.08","34","Kept"
"PTP-001252","C0393","Silverline Components - West 3","Low","OEM Manufacturer","Priya Natarajan","2025-11-19","2025-11-27","927.52","25065.28","2702.40","34","Kept"
"PTP-001256","C0354","Westbrook Supply Co. - Southeast","High","MRO Reseller","Grace Lindqvist","2025-11-06","2025-11-28","1335.10","0.00","0.00","33","Broken"
"PTP-001254","C0164","Lakeshore Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-11-21","2025-11-28","3280.21","11975.67","365.09","33","Kept"
"PTP-001253","C0036","Harbor Builders - West","Low","Contractor","Elena Ruiz","2025-11-23","2025-11-28","6602.40","7223.96","109.41","33","Kept"
"PTP-001255","C0246","Lakeshore Industrial Supply","Low","MRO Reseller","Sam Horowitz","2025-11-17","2025-11-28","2394.77","2577.47","107.63","33","Kept"
"PTP-001260","C0190","Harbor Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-11-26","2025-11-29","4453.97","8803.69","197.66","32","Kept"
"PTP-001258","C0040","Apex MRO Services","Medium","MRO Reseller","Grace Lindqvist","2025-11-21","2025-11-29","1580.69","1728.30","109.34","32","Kept"
"PTP-001257","C0013","Riverbend Contracting","Medium","Contractor","Tomas Okafor","2025-11-25","2025-11-29","4697.76","13755.19","292.80","32","Kept"
"PTP-001259","C0140","Apex Parts & Service","Medium","MRO Reseller","Grace Lindqvist","2025-11-17","2025-11-29","4532.65","8703.06","192.01","32","Kept"
"PTP-001261","C0074","Frontier Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-11-20","2025-11-30","2389.34","19148.21","801.40","31","Kept"
"PTP-001262","C0361","Titan University Facilities - Midwest","Low","Institutional","Priya Natarajan","2025-11-23","2025-11-30","3546.84","3771.45","106.33","31","Kept"
"PTP-001263","C0094","Bluewater Industries - Southeast","Low","OEM Manufacturer","Marcus Bell","2025-11-17","2025-12-01","16069.23","27087.95","168.57","30","Kept"
"PTP-001264","C0223","Stonegate MRO Services","Low","MRO Reseller","Sam Horowitz","2025-11-19","2025-12-01","879.31","959.64","109.14","30","Kept"
"PTP-001265","C0238","Oakmont Builders - Midwest","Low","Contractor","Tomas Okafor","2025-11-24","2025-12-01","2324.56","2567.55","110.45","30","Kept"
"PTP-001267","C0271","Riverbend Electric - Midwest 3","High","Contractor","Elena Ruiz","2025-11-08","2025-12-02","1668.94","0.00","0.00","29","Broken"
"PTP-001268","C0300","Cedar Ridge Contracting - West 3","Medium","Contractor","Tomas Okafor","2025-11-27","2025-12-02","1463.61","1569.65","107.25","29","Kept"
"PTP-001266","C0126","Oakmont Parts & Service","Medium","MRO Reseller","Sam Horowitz","2025-11-28","2025-12-02","1840.63","6432.05","349.45","29","Kept"
"PTP-001272","C0143","Northfield Parts & Service","Medium","MRO Reseller","Sam Horowitz","2025-11-28","2025-12-03","999.22","1007.54","100.83","28","Kept"
"PTP-001271","C0074","Frontier Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-11-27","2025-12-03","4785.96","7762.96","162.20","28","Kept"
"PTP-001270","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-11-24","2025-12-03","5796.17","0.00","0.00","28","Broken"
"PTP-001269","C0019","Northfield Supply Co.","Medium","MRO Reseller","Sam Horowitz","2025-11-20","2025-12-03","3377.75","4215.70","124.81","28","Kept"
"PTP-001273","C0268","Titan Electric","High","Contractor","Elena Ruiz","2025-11-27","2025-12-03","2584.95","2706.37","104.70","28","Kept"
"PTP-001274","C0369","Lakeshore Components","High","OEM Manufacturer","Marcus Bell","2025-11-22","2025-12-03","14746.80","21005.41","142.44","28","Kept"
"PTP-001275","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-11-23","2025-12-03","2176.27","0.00","0.00","28","Broken"
"PTP-001279","C0354","Westbrook Supply Co. - Southeast","High","MRO Reseller","Grace Lindqvist","2025-11-21","2025-12-04","1204.13","1300.67","108.02","27","Kept"
"PTP-001280","C0389","Ironbridge Components - Southeast","Medium","OEM Manufacturer","Marcus Bell","2025-11-27","2025-12-04","4257.27","4547.19","106.81","27","Kept"
"PTP-001278","C0263","Ironbridge Mechanical - Northeast 5","Medium","Contractor","Elena Ruiz","2025-11-24","2025-12-04","2009.38","4388.28","218.39","27","Kept"
"PTP-001276","C0068","Harbor Industries","High","OEM Manufacturer","Priya Natarajan","2025-12-02","2025-12-04","6407.45","24702.31","385.52","27","Kept"
"PTP-001277","C0084","Granite Construction","Medium","Contractor","Elena Ruiz","2025-11-29","2025-12-04","1159.27","1242.60","107.19","27","Kept"
"PTP-001282","C0014","Riverbend MRO Services","Medium","MRO Reseller","Sam Horowitz","2025-11-23","2025-12-05","4208.16","4557.13","108.29","26","Kept"
"PTP-001281","C0009","Ironbridge Fabrication","Medium","OEM Manufacturer","Marcus Bell","2025-12-01","2025-12-05","2565.02","7918.02","308.69","26","Kept"
"PTP-001283","C0306","Apex Builders - Southwest 3","Low","Contractor","Tomas Okafor","2025-11-23","2025-12-05","1368.00","1456.03","106.43","26","Kept"
"PTP-001284","C0326","Pioneer Manufacturing","Low","OEM Manufacturer","Priya Natarajan","2025-11-29","2025-12-05","2724.48","2738.06","100.50","26","Kept"
"PTP-001288","C0291","Redline Contracting","Low","Contractor","Tomas Okafor","2025-11-30","2025-12-06","7446.57","7516.53","100.94","25","Kept"
"PTP-001287","C0273","Oakmont Fabrication","Medium","OEM Manufacturer","Priya Natarajan","2025-12-01","2025-12-06","8013.17","25791.77","321.87","25","Kept"
"PTP-001285","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-11-12","2025-12-06","5103.02","0.00","0.00","25","Broken"
"PTP-001286","C0175","Redline Mechanical - Southwest","Low","Contractor","Elena Ruiz","2025-11-22","2025-12-06","7217.51","20390.74","282.52","25","Kept"
"PTP-001289","C0139","Harbor Machine Works","Medium","OEM Manufacturer","Priya Natarajan","2025-12-03","2025-12-07","1589.26","10931.68","687.85","24","Kept"
"PTP-001290","C0201","Titan Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-12-02","2025-12-07","2151.84","2291.72","106.50","24","Kept"
"PTP-001291","C0340","Bluewater Contracting","Low","Contractor","Tomas Okafor","2025-11-23","2025-12-07","4438.26","4869.96","109.73","24","Kept"
"PTP-001295","C0315","Lakeshore Parts & Service - Northeast","Medium","MRO Reseller","Grace Lindqvist","2025-12-01","2025-12-08","471.01","996.94","211.66","23","Kept"
"PTP-001294","C0310","Harbor Water Authority","Low","Institutional","Priya Natarajan","2025-12-04","2025-12-08","5137.25","5538.12","107.80","23","Kept"
"PTP-001293","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-11-21","2025-12-08","2078.81","0.00","0.00","23","Broken"
"PTP-001292","C0100","Stonegate University Facilities - Southeast","Low","Institutional","Marcus Bell","2025-11-25","2025-12-08","8598.06","10019.03","116.53","23","Kept"
"PTP-001296","C0075","Ironbridge Mechanical - Southeast 3","Medium","Contractor","Elena Ruiz","2025-11-29","2025-12-09","1047.18","9403.88","898.02","22","Kept"
"PTP-001299","C0350","Crestview Industries","Low","OEM Manufacturer","Marcus Bell","2025-12-02","2025-12-09","4666.20","9044.59","193.83","22","Kept"
"PTP-001300","C0351","Ironbridge Components","High","OEM Manufacturer","Priya Natarajan","2025-11-30","2025-12-09","3848.61","0.00","0.00","22","Broken"
"PTP-001297","C0202","Harbor MRO Services","Low","MRO Reseller","Sam Horowitz","2025-11-26","2025-12-09","964.08","2855.27","296.17","22","Kept"
"PTP-001298","C0226","Lakeshore Industries","Medium","OEM Manufacturer","Priya Natarajan","2025-12-04","2025-12-09","2910.69","3984.92","136.91","22","Kept"
"PTP-001301","C0336","Summit Contracting - Southwest 3","Low","Contractor","Elena Ruiz","2025-12-04","2025-12-11","5634.23","5810.89","103.14","20","Kept"
"PTP-001302","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-11-29","2025-12-11","720.12","0.00","0.00","20","Broken"
"PTP-001304","C0378","Silverline Fabrication - Southwest","Medium","OEM Manufacturer","Priya Natarajan","2025-11-28","2025-12-12","16319.94","19206.96","117.69","19","Kept"
"PTP-001303","C0281","Westbrook Fabrication","Low","OEM Manufacturer","Marcus Bell","2025-12-03","2025-12-12","14097.33","28374.20","201.27","19","Kept"
"PTP-001307","C0333","Oakmont Maintenance Supply - Southwest","Medium","MRO Reseller","Grace Lindqvist","2025-12-10","2025-12-13","475.87","512.26","107.65","18","Kept"
"PTP-001305","C0104","Granite Industrial Supply","Low","MRO Reseller","Sam Horowitz","2025-12-05","2025-12-13","860.58","2653.81","308.37","18","Kept"
"PTP-001306","C0170","Titan Industries","Low","OEM Manufacturer","Priya Natarajan","2025-11-30","2025-12-13","6513.63","20080.20","308.28","18","Kept"
"PTP-001308","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-11-28","2025-12-13","449.80","0.00","0.00","18","Broken"
"PTP-001314","C0398","Pioneer Parts & Service - Southwest","High","MRO Reseller","Grace Lindqvist","2025-12-04","2025-12-14","1422.38","4539.05","319.12","17","Kept"
"PTP-001310","C0112","Ironbridge Fabrication - Midwest","Low","OEM Manufacturer","Marcus Bell","2025-12-12","2025-12-14","1540.90","1625.90","105.52","17","Kept"
"PTP-001309","C0073","Lakeshore Manufacturing","High","OEM Manufacturer","Priya Natarajan","2025-12-03","2025-12-14","1927.53","1933.88","100.33","17","Kept"
"PTP-001312","C0236","Northfield Maintenance Supply","Medium","MRO Reseller","Grace Lindqvist","2025-12-04","2025-12-14","799.62","1268.79","158.67","17","Kept"
"PTP-001311","C0232","Titan Builders - Southwest","High","Contractor","Tomas Okafor","2025-11-27","2025-12-14","4699.24","0.00","0.00","17","Broken"
"PTP-001313","C0245","Ironbridge Industrial Supply - West","High","MRO Reseller","Grace Lindqvist","2025-11-30","2025-12-14","2000.05","2008.61","100.43","17","Kept"
"PTP-001315","C0194","Riverbend Mechanical - Southeast","Medium","Contractor","Priya Natarajan","2025-12-02","2025-12-15","2098.59","2211.11","105.36","16","Kept"
"PTP-001316","C0386","Bluewater Electric","High","Contractor","Elena Ruiz","2025-11-20","2025-12-15","878.48","0.00","0.00","16","Broken"
"PTP-001322","C0336","Summit Contracting - Southwest 3","Low","Contractor","Elena Ruiz","2025-12-05","2025-12-16","1142.45","1252.37","109.62","15","Kept"
"PTP-001321","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-12-03","2025-12-16","573.43","0.00","0.00","15","Broken"
"PTP-001317","C0009","Ironbridge Fabrication","Medium","OEM Manufacturer","Marcus Bell","2025-11-21","2025-12-16","7970.13","0.00","0.00","15","Broken"
"PTP-001318","C0025","Oakmont County Facilities","Low","Institutional","Elena Ruiz","2025-12-12","2025-12-16","4886.49","5387.43","110.25","15","Kept"
"PTP-001319","C0105","Westbrook Supply Co.","Medium","MRO Reseller","Grace Lindqvist","2025-12-10","2025-12-16","4288.53","4457.93","103.95","15","Kept"
"PTP-001320","C0159","Apex Builders","Medium","Contractor","Marcus Bell","2025-12-06","2025-12-16","3891.24","4043.46","103.91","15","Kept"
"PTP-001323","C0001","Silverline MRO Services","Medium","MRO Reseller","Grace Lindqvist","2025-12-08","2025-12-17","3983.53","6001.35","150.65","14","Kept"
"PTP-001324","C0260","Harbor Industrial Supply","High","MRO Reseller","Grace Lindqvist","2025-12-10","2025-12-17","3562.68","3611.00","101.36","14","Kept"
"PTP-001325","C0031","Stonegate Machine Works","Low","OEM Manufacturer","Marcus Bell","2025-12-09","2025-12-18","11205.81","31146.90","277.95","13","Kept"
"PTP-001326","C0048","Stonegate Industries","Medium","OEM Manufacturer","Priya Natarajan","2025-12-12","2025-12-18","8185.74","8796.59","107.46","13","Kept"
"PTP-001328","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-11-30","2025-12-18","1009.98","0.00","0.00","13","Broken"
"PTP-001327","C0110","Riverbend Maintenance Supply - Northeast","Low","MRO Reseller","Grace Lindqvist","2025-12-14","2025-12-18","876.91","1398.61","159.49","13","Kept"
"PTP-001330","C0095","Stonegate Fabrication","Low","OEM Manufacturer","Marcus Bell","2025-12-12","2025-12-19","1612.61","27006.23","1674.69","12","Kept"
"PTP-001329","C0050","Redline University Facilities","Low","Institutional","Marcus Bell","2025-12-13","2025-12-19","2507.99","2550.53","101.70","12","Kept"
"PTP-001332","C0059","Apex Mechanical","High","Contractor","Marcus Bell","2025-12-09","2025-12-20","2260.22","0.00","0.00","11","Broken"
"PTP-001331","C0036","Harbor Builders - West","Low","Contractor","Elena Ruiz","2025-11-27","2025-12-20","492.02","7878.38","1601.23","11","Kept"
"PTP-001333","C0132","Keystone Contracting","High","Contractor","Tomas Okafor","2025-12-04","2025-12-20","2868.00","0.00","0.00","11","Broken"
"PTP-001334","C0225","Titan Parts & Service","High","MRO Reseller","Sam Horowitz","2025-12-14","2025-12-20","839.07","7298.70","869.86","11","Kept"
"PTP-001335","C0351","Ironbridge Components","High","OEM Manufacturer","Priya Natarajan","2025-12-04","2025-12-21","6337.15","0.00","0.00","10","Broken"
"PTP-001336","C0376","Summit Components - Midwest","High","OEM Manufacturer","Priya Natarajan","2025-11-28","2025-12-23","1233.07","0.00","0.00","8","Broken"
"PTP-001337","C0376","Summit Components - Midwest","High","OEM Manufacturer","Priya Natarajan","2025-12-03","2025-12-23","1493.60","0.00","0.00","8","Broken"
"PTP-001338","C0294","Titan Components","Low","OEM Manufacturer","Priya Natarajan","2025-12-12","2025-12-24","2655.89","0.00","0.00","7","Broken"
"PTP-001339","C0232","Titan Builders - Southwest","High","Contractor","Tomas Okafor","2025-12-14","2025-12-25","499.50","0.00","0.00","6","Broken"
"PTP-001340","C0351","Ironbridge Components","High","OEM Manufacturer","Priya Natarajan","2025-12-16","2025-12-28","5830.19","10165.69","174.36","3","Kept"
"PTP-001345","C0351","Ironbridge Components","High","OEM Manufacturer","Priya Natarajan","2025-12-14","2025-12-29","7538.55","10165.69","134.85","2","Kept"
"PTP-001343","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-12-10","2025-12-29","677.58","0.00","0.00","2","Broken"
"PTP-001344","C0324","Pioneer Construction","High","Contractor","Elena Ruiz","2025-12-13","2025-12-29","1492.59","0.00","0.00","2","Broken"
"PTP-001342","C0302","Crestview Contracting - Northeast 3","High","Contractor","Tomas Okafor","2025-12-21","2025-12-29","7413.28","0.00","0.00","2","Broken"
